fid,ZONENUMMER,STGB,STGB_L,NIS_GEM,NIS_GEM_L,VREGIO,VREGIO_L,leuven_statsec_fid,leuven_statsec_UIDN,leuven_statsec_OIDN,leuven_statsec_CODSEC,leuven_statsec_SEC,leuven_statsec_SECNAAM,leuven_statsec_LENGTE,leuven_statsec_OPPERVL,leuven_statsec_STDEEL
"1396","1396","2",INVLOEDSGEBIED,"23094",23094 ZAVENTEM,"13",VLAAMSE RAND,,,,,,,,,
"1397","1397","2",INVLOEDSGEBIED,"23094",23094 ZAVENTEM,"13",VLAAMSE RAND,,,,,,,,,
"1398","1398","2",INVLOEDSGEBIED,"23094",23094 ZAVENTEM,"13",VLAAMSE RAND,,,,,,,,,
"1399","1399","2",INVLOEDSGEBIED,"23094",23094 ZAVENTEM,"13",VLAAMSE RAND,,,,,,,,,
"1400","1400","2",INVLOEDSGEBIED,"23094",23094 ZAVENTEM,"13",VLAAMSE RAND,,,,,,,,,
"1401","1401","2",INVLOEDSGEBIED,"23094",23094 ZAVENTEM,"13",VLAAMSE RAND,,,,,,,,,
"1402","1402","2",INVLOEDSGEBIED,"23094",23094 ZAVENTEM,"13",VLAAMSE RAND,,,,,,,,,
"1403","1403","2",INVLOEDSGEBIED,"23094",23094 ZAVENTEM,"13",VLAAMSE RAND,,,,,,,,,
"1404","1404","2",INVLOEDSGEBIED,"23094",23094 ZAVENTEM,"13",VLAAMSE RAND,,,,,,,,,
"1405","1405","2",INVLOEDSGEBIED,"23094",23094 ZAVENTEM,"13",VLAAMSE RAND,,,,,,,,,
"1406","1406","2",INVLOEDSGEBIED,"23094",23094 ZAVENTEM,"13",VLAAMSE RAND,,,,,,,,,
"1407","1407","2",INVLOEDSGEBIED,"23094",23094 ZAVENTEM,"13",VLAAMSE RAND,,,,,,,,,
"1408","1408","2",INVLOEDSGEBIED,"23094",23094 ZAVENTEM,"13",VLAAMSE RAND,,,,,,,,,
"1409","1409","2",INVLOEDSGEBIED,"23094",23094 ZAVENTEM,"13",VLAAMSE RAND,,,,,,,,,
"1410","1410","2",INVLOEDSGEBIED,"23094",23094 ZAVENTEM,"13",VLAAMSE RAND,,,,,,,,,
"1411","1411","2",INVLOEDSGEBIED,"23094",23094 ZAVENTEM,"13",VLAAMSE RAND,,,,,,,,,
"1412","1412","2",INVLOEDSGEBIED,"23094",23094 ZAVENTEM,"13",VLAAMSE RAND,,,,,,,,,
"1413","1413","2",INVLOEDSGEBIED,"23094",23094 ZAVENTEM,"13",VLAAMSE RAND,,,,,,,,,
"1414","1414","2",INVLOEDSGEBIED,"23094",23094 ZAVENTEM,"13",VLAAMSE RAND,,,,,,,,,
"1415","1415","2",INVLOEDSGEBIED,"23094",23094 ZAVENTEM,"13",VLAAMSE RAND,,,,,,,,,
"1416","1416","2",INVLOEDSGEBIED,"23094",23094 ZAVENTEM,"13",VLAAMSE RAND,,,,,,,,,
"1417","1417","2",INVLOEDSGEBIED,"23094",23094 ZAVENTEM,"13",VLAAMSE RAND,,,,,,,,,
"1418","1418","2",INVLOEDSGEBIED,"23094",23094 ZAVENTEM,"13",VLAAMSE RAND,,,,,,,,,
"1419","1419","2",INVLOEDSGEBIED,"23094",23094 ZAVENTEM,"13",VLAAMSE RAND,,,,,,,,,
"1420","1420","2",INVLOEDSGEBIED,"23094",23094 ZAVENTEM,"13",VLAAMSE RAND,,,,,,,,,
"1421","1421","2",INVLOEDSGEBIED,"23094",23094 ZAVENTEM,"13",VLAAMSE RAND,,,,,,,,,
"1422","1422","2",INVLOEDSGEBIED,"23094",23094 ZAVENTEM,"13",VLAAMSE RAND,,,,,,,,,
"1423","1423","2",INVLOEDSGEBIED,"23094",23094 ZAVENTEM,"13",VLAAMSE RAND,,,,,,,,,
"1424","1424","2",INVLOEDSGEBIED,"23094",23094 ZAVENTEM,"13",VLAAMSE RAND,,,,,,,,,
"1425","1425","2",INVLOEDSGEBIED,"23094",23094 ZAVENTEM,"13",VLAAMSE RAND,,,,,,,,,
"1426","1426","2",INVLOEDSGEBIED,"23094",23094 ZAVENTEM,"13",VLAAMSE RAND,,,,,,,,,
"1427","1427","2",INVLOEDSGEBIED,"23094",23094 ZAVENTEM,"13",VLAAMSE RAND,,,,,,,,,
"1428","1428","2",INVLOEDSGEBIED,"23094",23094 ZAVENTEM,"13",VLAAMSE RAND,,,,,,,,,
"1429","1429","2",INVLOEDSGEBIED,"23094",23094 ZAVENTEM,"13",VLAAMSE RAND,,,,,,,,,
"1430","1430","2",INVLOEDSGEBIED,"23094",23094 ZAVENTEM,"13",VLAAMSE RAND,,,,,,,,,
"1431","1431","2",INVLOEDSGEBIED,"23094",23094 ZAVENTEM,"13",VLAAMSE RAND,,,,,,,,,
"1432","1432","2",INVLOEDSGEBIED,"23096",23096 ZEMST,"13",VLAAMSE RAND,,,,,,,,,
"1433","1433","2",INVLOEDSGEBIED,"23096",23096 ZEMST,"13",VLAAMSE RAND,,,,,,,,,
"1434","1434","2",INVLOEDSGEBIED,"23096",23096 ZEMST,"13",VLAAMSE RAND,,,,,,,,,
"1435","1435","2",INVLOEDSGEBIED,"23096",23096 ZEMST,"13",VLAAMSE RAND,,,,,,,,,
"1436","1436","2",INVLOEDSGEBIED,"23096",23096 ZEMST,"13",VLAAMSE RAND,,,,,,,,,
"1437","1437","2",INVLOEDSGEBIED,"23096",23096 ZEMST,"13",VLAAMSE RAND,,,,,,,,,
